	 D00035	 D00110	 D00136	 D00195	 D00219	 D00225	 D00227	 D00228	 D00234	 D00252	 	D00274	 D00283	 D00293	 D00294	 D00303	 D00319	 D00326	 D00329	 D00331	 D00332	 D00335	 D00336	 D00338	 D00340	 D00345	 D00349	 D00351	 D00354	 D00358	 D00364	 D00367	 D00373	 D00379	 D00380	 D00392	 D00394	 D00418	 D00437	 D00438	 D00451	 D00456	 D00464	 D00474	 D00477	 D00480	 D00495	 D00499	 D00504	 D00512	 D00513	 D00519	 D00521	 D00524	 D00528	 D00530	 D00533	 D00536	 D00537	 D00538	 D00539	 D00542	 D00543	 D00544	 D00545	 D00546	 D00547	 D00548	 D00549	 D00550	 D00552	 D00553	 D00560	 D00563	 D00574	 D00593	 D00594	 D00607	 D00611	 D00615	 D00616	 D00617	 D00618	 D00619	 D00629	 D00631	 D00633	 D00636	 D00638	 D00639	 D00640	 D00642	 D00647	 D00648	 D00649	 D00650	 D00651	 D00654	 D00656	 D00658	 D00677	 D00678	 D00694	 D00697	 D00704	 D00708	 D00709	 D00711	 D00726	 D00732	 D00733	 D00735	 D00738	 D00739	 D00740	 D00741	 D00759	 D00760	 D00761	 D00765	 D00771	 D00775	 D00779	 D00791	 D00798	 D00799	 D00809	 D00812	 D00816	 D00823	 D00831	 D00960	 D00963	 D00964	 D01071	 D01108	 D01111	 D01118	 D01242	 D01243	 D01253	 D01256	 D01275	 D01287	 D01295	 D01350	 D01448	 D01450	 D01453	 D01575	 D01599	 D01603	 D01712	 D01768	 D01799	 D01828	 D01854	 D01969	 D02041	 D02086	 D02087	 D02088	 D02092	 D02098	 D02101	 D02163	 D02173	 D02204	 D02207	 D02234	 D02237	 D02253	 D02261	 D02262	 D02272	 D02347	 D02356	 D02360	 D02362	 D02409	 D02461	 D02485	 D02546	 D02566	 D02630	 D02914	 D03037	 D03180	 D03274	 D03365	 D03450	 D03580	 D03742	 D03826	 D03830	 D03878	 D03991	 D04034	 D04048	 D04370	 D04790	 D04985	 D04999	 D05024	 D05077	 D05156	 D05453	 D05458	 D05461	 D06106	 D06172
D00274	0.00000	0.01710	0.02300	0.00500	0.02210	0.01610	0.00170	0.00000	0.00000	0.04970	1.00000	0.03050	0.00640	0.00450	0.00090	0.00250	0.01990	0.00120	0.04120	0.00000	0.05300	0.03320	0.00000	0.02700	0.00000	0.03820	0.00000	0.02920	0.01150	0.00150	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00570	0.02430	0.00000	0.03320	0.02030	0.00000	0.00000	0.00150	0.01510	0.00000	0.00000	0.00000	0.01700	0.00000	0.00000	0.00000	0.00000	0.01080	0.00000	0.04160	0.00000	0.03600	0.06230	0.03210	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02830	0.00010	0.00000	0.00000	0.00250	0.02640	0.00000	0.01780	0.00190	0.00000	0.00000	0.04050	0.03260	0.00060	0.00050	0.02370	0.00000	0.00000	0.00000	0.05690	0.03790	0.01000	0.02360	0.00440	0.01420	0.00000	0.00000	0.00080	0.00000	0.00000	0.00020	0.00000	0.00630	0.02070	0.01250	0.00000	0.00000	0.00000	0.04120	0.00000	0.02520	0.00000	0.03720	0.00000	0.00000	0.00000	0.00000	0.00000	0.02960	0.00000	0.00000	0.01930	0.00000	0.00000	0.00540	0.01690	0.00010	0.00000	0.01990	0.00000	0.00000	0.02700	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02990	0.00000	0.01990	0.00000	0.02970	0.00000	0.03530	0.00040	0.00000	0.00000	0.00000	0.01190	0.01080	0.00000	0.02370	0.00000	0.00180	0.00000	0.00000	0.00000	0.00600	0.00000	0.00000	0.01260	0.00000	0.00000	0.74790	0.00000	0.00500	0.02460	0.03210	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02370	0.01570	0.01700	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02530	0.00000	0.00000	0.00180	0.00000	0.00000	0.00230	0.00220	0.00000	0.02770	0.00000	0.00000	0.00080	0.00000	0.00310	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00283	0.00000	0.07790	0.16210	0.08300	0.00000	0.16890	0.05510	0.02740	0.00010	0.22190	0.03050	1.00000	0.13940	0.00740	0.01940	0.03710	0.15660	0.03890	0.13320	0.00000	0.06600	0.07920	0.00000	0.13330	0.03110	0.02850	0.00000	0.18210	0.07600	0.09230	0.00120	0.05400	0.00030	0.00010	0.00000	0.04670	0.03720	0.07420	0.01520	0.06680	0.06290	0.00000	0.00000	0.00750	0.06650	0.00000	0.02930	0.00000	0.14510	0.02360	0.00000	0.00000	0.00000	0.03510	0.00000	0.17380	0.00000	0.15950	0.07140	0.02000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.07550	0.07250	0.02360	0.00920	0.04590	0.14110	0.00000	0.05030	0.01980	0.00000	0.00000	0.13720	0.06290	0.03680	0.01190	0.05360	0.03280	0.01350	0.01200	0.10080	0.05960	0.02040	0.07300	0.00040	0.08560	0.00260	0.00000	0.01540	0.00000	0.00000	0.01170	0.01480	0.03500	0.06270	0.05500	0.00000	0.00000	0.00000	0.17640	0.02540	0.10370	0.00010	0.02420	0.00000	0.00800	0.00000	0.01230	0.00100	0.01870	0.00000	0.00000	0.03620	0.00000	0.00000	0.10840	0.05460	0.04910	0.04410	0.06710	0.02640	0.03730	0.20370	0.00000	0.00000	0.00000	0.00000	0.00590	0.00000	0.05890	0.00000	0.05340	0.00000	0.04280	0.00000	0.12940	0.00230	0.00220	0.00000	0.03880	0.04380	0.03510	0.00000	0.02550	0.00000	0.05600	0.00000	0.00000	0.00000	0.04170	0.00000	0.00060	0.07240	0.00000	0.00000	0.06190	0.00140	0.08300	0.02700	0.09540	0.00000	0.00000	0.01480	0.00000	0.02290	0.00000	0.00000	0.01180	0.00000	0.05010	0.14370	0.14520	0.00000	0.00000	0.00000	0.00000	0.04620	0.00070	0.09140	0.00000	0.00000	0.09400	0.00000	0.00000	0.02930	0.05790	0.02800	0.04720	0.00000	0.00000	0.08960	0.03660	0.01540	0.00000	0.00000	0.00000	0.00340	0.00000	0.00000	0.05240	0.00000	0.00000	0.00130	0.00000	
D00293	0.00000	0.15280	0.18670	0.12970	0.00000	0.21830	0.08090	0.06140	0.00010	0.18280	0.00640	0.13940	1.00000	0.00010	0.01530	0.04410	0.16890	0.06730	0.11020	0.00000	0.04750	0.05800	0.00000	0.09600	0.03100	0.02660	0.00000	0.18470	0.08890	0.07050	0.03570	0.08270	0.00000	0.00000	0.00000	0.03020	0.03670	0.08980	0.00010	0.09300	0.09990	0.00000	0.00000	0.03070	0.12310	0.00000	0.02590	0.00000	0.14870	0.03040	0.03310	0.00000	0.00000	0.08450	0.00000	0.16390	0.00000	0.16120	0.04630	0.01200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.10740	0.11300	0.00150	0.03720	0.02870	0.14090	0.00000	0.02920	0.03130	0.00000	0.00000	0.13660	0.04830	0.04060	0.03230	0.08000	0.00530	0.00000	0.01960	0.07930	0.06100	0.01330	0.02530	0.00220	0.03770	0.00000	0.00000	0.00990	0.00000	0.00000	0.01780	0.00150	0.02380	0.09420	0.06300	0.00000	0.00000	0.00000	0.16690	0.01850	0.07690	0.00150	0.00110	0.00000	0.00820	0.00000	0.02490	0.00000	0.03650	0.00000	0.00000	0.05220	0.00000	0.00000	0.09510	0.06270	0.06740	0.01720	0.10440	0.04700	0.06050	0.20200	0.00000	0.00000	0.00000	0.00000	0.05570	0.00000	0.00990	0.00000	0.11830	0.00000	0.07820	0.00000	0.06230	0.01350	0.00330	0.00000	0.03650	0.08510	0.08450	0.00000	0.03160	0.00000	0.06970	0.00000	0.00000	0.00000	0.00940	0.00000	0.00000	0.08580	0.00000	0.00000	0.02500	0.01360	0.12970	0.04050	0.04550	0.00000	0.00000	0.00020	0.00000	0.00070	0.00000	0.00000	0.00000	0.00000	0.08000	0.18580	0.18900	0.00000	0.00000	0.00000	0.00000	0.06770	0.01370	0.05950	0.00000	0.00000	0.08120	0.00000	0.00000	0.05880	0.10380	0.00000	0.04310	0.00000	0.00000	0.08160	0.04710	0.01970	0.00000	0.00000	0.00000	0.01410	0.00000	0.00000	0.03080	0.00000	0.00000	0.02490	0.00000	
D00294	0.00000	0.00020	0.00270	0.00560	0.00000	0.02230	0.00000	0.00000	0.00000	0.01500	0.00450	0.00740	0.00010	1.00000	0.00020	0.00000	0.00730	0.00000	0.04840	0.00000	0.01650	0.08700	0.00000	0.00000	0.00000	0.00000	0.00000	0.01500	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00290	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00330	0.00050	0.00000	0.00000	0.00000	0.00730	0.00000	0.02140	0.00000	0.02010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00280	0.00390	0.00000	0.00000	0.00000	0.00440	0.00000	0.08130	0.00020	0.00000	0.00000	0.02160	0.04740	0.00040	0.00000	0.04530	0.00000	0.00000	0.00000	0.00190	0.01030	0.00000	0.00410	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.01360	0.00020	0.05680	0.00000	0.00000	0.00000	0.01920	0.00000	0.03580	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00870	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02120	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00420	0.00000	0.00000	0.00000	0.00000	0.00000	0.00730	0.00000	0.00480	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00340	0.00000	0.00560	0.00000	0.05270	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04510	0.02890	0.02270	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00570	0.00000	0.00000	0.00710	0.00000	0.00000	0.02180	0.00000	0.00000	0.00580	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00303	0.00000	0.03020	0.02490	0.02250	0.04220	0.04130	0.00040	0.00000	0.00000	0.02020	0.00090	0.01940	0.01530	0.00020	1.00000	0.00000	0.00360	0.01230	0.02950	0.00000	0.00120	0.00720	0.00000	0.02140	0.00680	0.00000	0.00000	0.01220	0.00870	0.02080	0.00320	0.05790	0.00000	0.00000	0.00000	0.00000	0.00460	0.02210	0.00010	0.00800	0.00710	0.00000	0.00000	0.06200	0.00050	0.00000	0.00000	0.00000	0.05080	0.00010	0.00000	0.00000	0.00000	0.00760	0.00000	0.00800	0.00000	0.01310	0.00450	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04390	0.01270	0.00000	0.00000	0.00030	0.00680	0.00000	0.03790	0.00010	0.00000	0.00000	0.02340	0.02970	0.07760	0.00670	0.03930	0.00060	0.00000	0.00000	0.05050	0.23580	0.00000	0.02590	0.00580	0.01510	0.00000	0.00000	0.00160	0.00000	0.00000	0.00000	0.00070	0.00000	0.00740	0.00000	0.00000	0.00000	0.00000	0.02580	0.00000	0.01010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00050	0.00000	0.00000	0.04040	0.00000	0.00000	0.03610	0.00040	0.02400	0.00000	0.01120	0.10990	0.01090	0.00890	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01560	0.00000	0.00040	0.00000	0.00000	0.00000	0.01740	0.00000	0.00000	0.00000	0.00000	0.00350	0.00760	0.00000	0.00010	0.00000	0.00050	0.00000	0.00000	0.00000	0.00030	0.00000	0.00000	0.00950	0.00000	0.00000	0.05060	0.00000	0.02250	0.00050	0.03480	0.00000	0.00000	0.00000	0.00000	0.00040	0.00000	0.00000	0.00000	0.00000	0.04350	0.00470	0.00510	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03870	0.00000	0.00000	0.00000	0.00000	0.00000	0.00040	0.00300	0.00000	0.00160	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00319	0.00000	0.00430	0.03750	0.02670	0.00000	0.03450	0.01230	0.00130	0.00000	0.04490	0.00250	0.03710	0.04410	0.00000	0.00000	1.00000	0.03060	0.00370	0.05010	0.00000	0.01290	0.02260	0.00000	0.06190	0.03090	0.00000	0.00000	0.06490	0.01240	0.02790	0.00000	0.01680	0.00000	0.00000	0.00000	0.05170	0.01290	0.05420	0.00140	0.02880	0.02690	0.00000	0.00000	0.00000	0.01230	0.00000	0.00010	0.00000	0.02690	0.00040	0.00000	0.00000	0.00000	0.00710	0.00000	0.04940	0.00000	0.03350	0.02640	0.03960	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02070	0.03350	0.00690	0.00040	0.02070	0.04690	0.00000	0.03560	0.00390	0.00000	0.00000	0.05060	0.01980	0.00230	0.00000	0.01280	0.00750	0.00000	0.00000	0.06770	0.00060	0.02530	0.00160	0.00000	0.01250	0.00000	0.00000	0.00180	0.00000	0.00000	0.00000	0.00000	0.01800	0.02810	0.01720	0.00000	0.00000	0.00000	0.04180	0.00150	0.01930	0.00000	0.00000	0.00000	0.03700	0.00000	0.00000	0.00000	0.01060	0.00000	0.00000	0.00010	0.00000	0.00000	0.01110	0.04270	0.01930	0.02750	0.04170	0.00000	0.02040	0.06250	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00510	0.00000	0.01410	0.00000	0.00120	0.00000	0.03520	0.00100	0.00000	0.00000	0.00000	0.01410	0.00710	0.00000	0.03060	0.00000	0.01160	0.00000	0.00000	0.00000	0.00000	0.00000	0.00270	0.01350	0.00000	0.00000	0.00360	0.00000	0.02670	0.06110	0.01080	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00490	0.06040	0.05370	0.00000	0.00000	0.00000	0.00000	0.01390	0.00000	0.02250	0.00000	0.00000	0.01390	0.00000	0.00000	0.00210	0.01710	0.00000	0.00130	0.00000	0.00000	0.01420	0.00150	0.02120	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00620	0.00000	0.00000	0.00050	0.00000	
D00326	0.00000	0.10240	0.18150	0.08580	0.00000	0.20400	0.06390	0.03140	0.00010	0.20530	0.01990	0.15660	0.16890	0.00730	0.00360	0.03060	1.00000	0.02250	0.10650	0.00000	0.04720	0.05370	0.00000	0.10900	0.04160	0.00830	0.00000	0.22130	0.05660	0.06430	0.03630	0.06400	0.00040	0.00010	0.00000	0.05550	0.06090	0.08450	0.00470	0.08500	0.10280	0.00000	0.00000	0.00010	0.09030	0.00000	0.01680	0.00000	0.15150	0.02000	0.00570	0.00000	0.00000	0.07030	0.00000	0.15640	0.00000	0.16850	0.08590	0.02690	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05270	0.07530	0.01820	0.02060	0.03500	0.18690	0.00000	0.03030	0.01600	0.00000	0.00000	0.10680	0.05680	0.04170	0.01950	0.05100	0.00080	0.00470	0.00000	0.05180	0.05380	0.01270	0.00620	0.00050	0.03940	0.00000	0.00000	0.02660	0.00000	0.00000	0.00000	0.03530	0.02250	0.10070	0.10790	0.00000	0.00000	0.00000	0.19790	0.03170	0.08760	0.00140	0.02250	0.00000	0.00080	0.00000	0.00020	0.00000	0.02000	0.00000	0.00000	0.03880	0.00000	0.00000	0.07120	0.02480	0.05730	0.06160	0.09050	0.00720	0.05050	0.67410	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02430	0.00000	0.06900	0.00000	0.09070	0.00000	0.05980	0.01790	0.01920	0.00000	0.06440	0.04690	0.07030	0.00000	0.02340	0.00000	0.06260	0.00000	0.00000	0.00000	0.01380	0.00000	0.00000	0.05230	0.00000	0.00000	0.03300	0.02480	0.08580	0.02700	0.04540	0.00000	0.00000	0.00020	0.00000	0.02410	0.00000	0.00000	0.00000	0.00000	0.05090	0.18450	0.26530	0.00000	0.00000	0.00000	0.00000	0.07170	0.05270	0.05260	0.00000	0.00000	0.09090	0.00000	0.00000	0.03990	0.07510	0.00000	0.04180	0.00000	0.00000	0.10480	0.01100	0.00830	0.00000	0.00000	0.00000	0.01320	0.00000	0.00000	0.00270	0.00000	0.00000	0.04330	0.00000	
D00329	0.00000	0.01410	0.00840	0.04810	0.00000	0.04450	0.02130	0.00000	0.00000	0.03910	0.00120	0.03890	0.06730	0.00000	0.01230	0.00370	0.02250	1.00000	0.03320	0.00000	0.00610	0.01380	0.00000	0.02240	0.01260	0.00270	0.00000	0.01890	0.02600	0.00230	0.00000	0.04550	0.00000	0.00000	0.00000	0.04940	0.00080	0.00390	0.00000	0.00450	0.01690	0.00000	0.00000	0.00000	0.00660	0.00000	0.00000	0.00000	0.00480	0.00020	0.00000	0.00000	0.00000	0.02410	0.00000	0.03030	0.00000	0.05090	0.00320	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01420	0.03030	0.00000	0.00000	0.00540	0.03600	0.00000	0.00010	0.00000	0.00000	0.00000	0.00620	0.00340	0.00060	0.00000	0.05240	0.00000	0.00000	0.00000	0.01170	0.01380	0.00190	0.03610	0.00000	0.00080	0.00000	0.00000	0.00100	0.00000	0.00000	0.00000	0.00000	0.00200	0.01700	0.03460	0.00000	0.00000	0.00000	0.04530	0.00000	0.02360	0.00000	0.00000	0.00000	0.00000	0.00000	0.00340	0.00000	0.00490	0.00000	0.00000	0.00000	0.00000	0.00000	0.01280	0.00640	0.02590	0.01460	0.01890	0.00150	0.01780	0.02110	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01800	0.00000	0.00790	0.00000	0.01400	0.00000	0.05640	0.00410	0.00000	0.00000	0.01590	0.01350	0.02410	0.00000	0.00420	0.00000	0.02250	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02830	0.00000	0.00000	0.05560	0.00000	0.04810	0.00940	0.00560	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05190	0.02940	0.01280	0.00000	0.00000	0.00000	0.00000	0.01760	0.00000	0.00290	0.00000	0.00000	0.00860	0.00000	0.00000	0.01470	0.00030	0.00000	0.00400	0.00000	0.00000	0.00830	0.00000	0.00120	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	
D00331	0.00000	0.04660	0.11240	0.08790	0.00650	0.12300	0.08700	0.02020	0.00000	0.17950	0.04120	0.13320	0.11020	0.04840	0.02950	0.05010	0.10650	0.03320	1.00000	0.00000	0.05820	0.08090	0.00000	0.17900	0.06050	0.03410	0.00000	0.15400	0.07310	0.05980	0.00200	0.04650	0.01080	0.00270	0.00000	0.02440	0.06960	0.14110	0.01040	0.05950	0.06750	0.00000	0.00000	0.01260	0.06730	0.00000	0.03710	0.00000	0.12060	0.03760	0.03320	0.00000	0.00000	0.04350	0.00000	0.12880	0.00000	0.14290	0.06510	0.00190	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.11640	0.09430	0.03450	0.01380	0.03530	0.09690	0.00000	0.09760	0.07760	0.00000	0.00000	0.21610	0.13310	0.05430	0.02200	0.11870	0.02780	0.01350	0.02040	0.17590	0.06480	0.04280	0.03470	0.00280	0.09770	0.00000	0.00000	0.05200	0.00000	0.00000	0.01530	0.00710	0.03590	0.06990	0.04710	0.00000	0.00000	0.00000	0.13810	0.03610	0.08630	0.00020	0.00440	0.00000	0.00800	0.00000	0.00020	0.00000	0.03560	0.00000	0.00000	0.05170	0.00000	0.00000	0.04690	0.00940	0.04310	0.01150	0.06250	0.01830	0.01360	0.13190	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04170	0.00000	0.04330	0.00000	0.06620	0.00000	0.10190	0.00140	0.00280	0.00000	0.02580	0.04930	0.04350	0.00000	0.04090	0.00000	0.08330	0.00000	0.00000	0.00000	0.01610	0.00000	0.00080	0.06470	0.00000	0.00000	0.06940	0.02330	0.08800	0.01300	0.06350	0.00000	0.04220	0.00020	0.00000	0.02650	0.00000	0.00000	0.00110	0.00000	0.12950	0.09970	0.11170	0.00000	0.00000	0.00000	0.00000	0.03280	0.00090	0.16390	0.00000	0.00000	0.04700	0.00000	0.00000	0.03300	0.04050	0.00000	0.10090	0.00000	0.00000	0.04950	0.03890	0.03180	0.00000	0.00000	0.00000	0.01270	0.00000	0.00000	0.00000	0.00000	0.00000	0.02360	0.00000	
D00332	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00335	0.00000	0.00750	0.03590	0.01720	0.01730	0.07330	0.01790	0.00020	0.00000	0.06280	0.05300	0.06600	0.04750	0.01650	0.00120	0.01290	0.04720	0.00610	0.05820	0.00000	1.00000	0.08320	0.00000	0.06590	0.02680	0.00300	0.00000	0.05570	0.02240	0.01880	0.00000	0.00690	0.02990	0.00740	0.00000	0.00000	0.01840	0.02470	0.00000	0.08470	0.03080	0.00000	0.00000	0.01640	0.03900	0.00000	0.00220	0.00000	0.05770	0.00060	0.00000	0.00000	0.02600	0.03650	0.00000	0.05110	0.00000	0.05060	0.00670	0.00720	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04570	0.01990	0.00020	0.00010	0.00750	0.06250	0.00000	0.06150	0.02260	0.00000	0.00000	0.09900	0.06890	0.00580	0.03020	0.02030	0.00000	0.00000	0.00000	0.03080	0.01670	0.00160	0.05490	0.00700	0.06890	0.00000	0.00000	0.01890	0.00000	0.00000	0.00000	0.00190	0.00020	0.02740	0.00320	0.00000	0.00000	0.00000	0.04970	0.00370	0.01860	0.00000	0.00080	0.00000	0.00460	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00070	0.00000	0.00000	0.01870	0.00030	0.00350	0.00030	0.06100	0.01530	0.04060	0.06770	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04710	0.00000	0.02530	0.00000	0.03150	0.00000	0.02160	0.00000	0.00000	0.00000	0.00030	0.01270	0.03650	0.00000	0.04860	0.00000	0.01890	0.00000	0.00000	0.00000	0.00270	0.00000	0.00020	0.02270	0.00000	0.00000	0.04080	0.00010	0.01720	0.00000	0.00840	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01590	0.05500	0.01520	0.00000	0.00000	0.00000	0.00000	0.02410	0.00000	0.03350	0.00000	0.00000	0.00400	0.00000	0.00000	0.00020	0.01640	0.00000	0.06000	0.00000	0.00000	0.00840	0.00000	0.01390	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	
D00336	0.00000	0.01240	0.04280	0.02520	0.01450	0.06510	0.02630	0.00140	0.00000	0.05510	0.03320	0.07920	0.05800	0.08700	0.00720	0.02260	0.05370	0.01380	0.08090	0.00000	0.08320	1.00000	0.00000	0.06390	0.04980	0.00220	0.00000	0.06830	0.03000	0.02590	0.00000	0.02150	0.02510	0.00620	0.00000	0.00110	0.02430	0.03730	0.00320	0.04460	0.01040	0.00000	0.00000	0.00380	0.04020	0.00000	0.01030	0.00000	0.06750	0.01540	0.00000	0.00000	0.00000	0.03860	0.00000	0.04840	0.00000	0.05910	0.01650	0.00200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03950	0.02980	0.00700	0.00280	0.00260	0.01720	0.00000	0.12770	0.03640	0.00000	0.00000	0.08330	0.06580	0.03870	0.00000	0.04110	0.02520	0.00000	0.00000	0.05170	0.02780	0.00720	0.03830	0.00210	0.03280	0.00770	0.00000	0.02890	0.00000	0.00000	0.00000	0.00190	0.00290	0.01020	0.00880	0.00000	0.00000	0.00000	0.02650	0.00080	0.02940	0.03060	0.01570	0.00000	0.01290	0.00000	0.00000	0.00000	0.01190	0.00000	0.00000	0.02330	0.00000	0.00000	0.02860	0.00430	0.01870	0.00440	0.02070	0.00070	0.00130	0.07010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02430	0.00000	0.02950	0.00000	0.01210	0.00000	0.03100	0.00000	0.00000	0.00000	0.00000	0.04170	0.03860	0.00000	0.07390	0.00000	0.02730	0.00000	0.00000	0.00000	0.04790	0.00000	0.00000	0.02840	0.00000	0.00000	0.03730	0.00000	0.02520	0.00570	0.03840	0.00000	0.00000	0.00000	0.00000	0.00760	0.00000	0.00000	0.00000	0.00000	0.05230	0.03440	0.05230	0.00000	0.00000	0.00000	0.00000	0.00490	0.00000	0.04380	0.00000	0.00000	0.04690	0.00000	0.00000	0.01710	0.03200	0.00000	0.06510	0.00000	0.00000	0.06040	0.00880	0.00300	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.01850	0.00000	
