	 D00049	 D00059	 D00079	 D00094	 D00095	 D00106	 D00110	 D00113	 D00136	 D00139	 D00180	 D00225	 D00227	 D00232	 D00234	 D00235	 D00241	 D00255	 D00270	 D00274	 D00281	 D00283	 D00295	 D00300	 D00301	 D00306	 D00318	 D00332	 D00336	 D00356	 D00364	 D00371	 D00380	 D00394	 D00397	 D00400	 D00410	 D00411	 D00415	 D00419	 D00422	 D00426	 D00432	 D00437	 D00440	 D00442	 D00443	 D00451	 D00454	 D00465	 D00480	 D00483	 D00493	 D00494	 D00498	 D00499	 D00503	 D00509	 D00513	 D00514	 D00520	 D00521	 D00522	 D00523	 D00524	 D00525	 D00528	 D00540	 D00542	 D00559	 D00560	 D00563	 D00574	 D00598	 D00601	 D00604	 D00606	 D00607	 D00609	 D00613	 D00627	 D00632	 D00635	 D00645	 D00646	 D00665	 D00666	 D00673	 D00674	 D00675	 D00676	 D00682	 D00683	 D00684	 D00687	 D00688	 D00715	 D00726	 D00760	 D00765	 D00769	 D00775	 D00779	 D00780	 D00790	 D00837	 D00838	 D00845	 D00954	 D00965	 D00987	 D00996	 D01020	 D01022	 D01024	 D01051	 D01071	 D01103	 D01118	 D01126	 D01164	 D01227	 D01236	 D01242	 D01269	 D01295	 D01297	 D01324	 D01332	 D01346	 D01352	 D01358	 D01386	 D01390	 D01441	 D01454	 D01462	 D01603	 D01652	 D01692	 D01699	 D01712	 D01713	 D01717	 D01745	 D01782	 D01828	 D01871	 D01891	 D01925	 D01964	 D01965	 D01973	 D01994	 D02007	 D02066	 D02070	 D02076	 D02082	 D02147	 D02149	 D02150	 D02234	 D02237	 D02250	 D02278	 D02279	 D02327	 D02338	 D02340	 D02342	 D02349	 D02354	 D02356	 D02357	 D02358	 D02359	 D02361	 D02374	 D02566	 D02578	 D02588	 D02614	 D02671	 D02721	 D02725	 D02826	 D02884	 D02910	 D03165	 D03187	 D03210	 D03274	 D03365	 D03415	 D03442	 D03490	 D03503	 D03621	 D03642	 D03654	 D03858	 D03879	 D03880	 D03881	 D03966	 D04006	 D04034	 D04040	 D04375	 D04625	 D04716	 D04979	 D05113	 D05129	 D05246	 D05312	 D05341	 D05740	 D05792	 D05938	 D06056	 D06396
D00180	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00225	0.00000	0.00000	0.00000	0.00000	0.00040	0.00820	0.00000	0.07090	0.01560	0.00000	0.00000	1.00000	0.09400	0.00000	0.00000	0.00110	0.03890	0.00150	0.00000	0.21470	0.05520	0.01420	0.00000	0.00000	0.00000	0.00000	0.01290	0.00000	0.00010	0.00010	0.00000	0.08280	0.00000	0.02870	0.00060	0.00000	0.00000	0.00000	0.00570	0.01940	0.00010	0.11490	0.00000	0.01220	0.00000	0.01420	0.00000	0.04890	0.02020	0.01670	0.01950	0.00020	0.01760	0.01950	0.00000	0.00310	0.03050	0.00000	0.00180	0.06700	0.00000	0.00000	0.00000	0.04210	0.00000	0.00030	0.00000	0.00020	0.00000	0.11320	0.15140	0.01270	0.00000	0.00880	0.03630	0.05520	0.00280	0.00000	0.00010	0.00000	0.00000	0.00000	0.03630	0.00000	0.00000	0.00000	0.00000	0.00010	0.11790	0.10790	0.04890	0.00000	0.12300	0.00000	0.07110	0.00000	0.00000	0.11840	0.00000	0.00000	0.00020	0.00000	0.00000	0.01330	0.00000	0.15160	0.00000	0.00010	0.00000	0.00020	0.01010	0.00040	0.00000	0.00000	0.03770	0.00000	0.00000	0.01140	0.00000	0.00000	0.08850	0.00930	0.00000	0.01950	0.00050	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.02260	0.00000	0.00000	0.00000	0.00000	0.01410	0.00000	0.08280	0.00000	0.00000	0.03840	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.01420	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.12300	0.00040	0.00000	0.00020	0.00000	0.01420	0.00000	0.00000	0.00000	0.00040	0.02420	0.02220	0.00000	0.00000	0.09890	0.00860	0.03630	0.00000	0.00000	0.00030	0.04070	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05380	0.01330	0.00000	0.00000	0.00000	0.00000	0.00150	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01000	0.00000	0.00000	0.01910	0.00000	0.10790	0.07110	0.00010	0.00690	0.00000	
D00227	0.00000	0.00000	0.00000	0.00000	0.00000	0.05240	0.00000	0.15410	0.00000	0.00000	0.00000	0.09400	1.00000	0.00000	0.00000	0.02480	0.00030	0.00010	0.00040	0.16860	0.00040	0.03960	0.00000	0.00000	0.00000	0.00000	0.01430	0.00000	0.00000	0.00000	0.00000	0.88010	0.00000	0.00000	0.00000	0.05640	0.00000	0.00000	0.01330	0.00000	0.02190	0.02870	0.00000	0.02020	0.00000	0.00000	0.00000	0.01330	0.03450	0.00000	0.00000	0.00000	0.00040	0.00000	0.00000	0.00000	0.00040	0.00000	0.00000	0.20250	0.00000	0.00000	0.03310	0.03400	0.00000	0.00030	0.00000	0.00000	0.00000	0.08470	0.00000	0.00810	0.00000	0.00000	0.00000	0.00040	0.00000	0.00000	0.00000	0.00000	0.03730	0.07820	0.00000	0.00000	0.00000	0.00000	0.00000	0.02190	0.00810	0.00000	0.01330	0.00000	0.16530	0.00000	0.02230	0.00000	0.00000	0.03340	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.09400	0.00000	0.00000	0.10010	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.88010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01440	0.00000	0.00000	0.00000	0.00000	0.00000	0.04270	0.16530	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.06660	0.00000	0.00000	0.00000	0.03240	0.00000	0.00000	0.00000	0.00040	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.07820	0.07820	0.07820	0.00000	0.00000	0.00040	0.04270	0.00000	0.00000	0.00000	0.00000	0.09900	0.00000	0.00000	0.00000	0.00000	0.00000	0.02230	0.00000	0.02490	0.00000	
D00232	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00234	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00235	0.00000	0.00000	0.00000	0.00000	0.00000	0.01540	0.00000	0.01520	0.00000	0.00000	0.00000	0.00110	0.02480	0.00000	0.00000	1.00000	0.04670	0.00250	0.08870	0.04740	0.14570	0.08880	0.02670	0.00000	0.00000	0.00000	0.10100	0.00000	0.00000	0.00050	0.00000	0.02190	0.00000	0.03310	0.00000	0.05400	0.00000	0.00000	0.05400	0.00000	0.00000	0.06520	0.30740	0.05240	0.07870	0.00170	0.00000	0.03940	0.00780	0.00050	0.00250	0.38670	0.10650	0.00250	0.01430	0.00330	0.00980	0.00000	0.47910	0.13830	0.00000	0.00000	0.00000	0.00000	0.00000	0.00030	0.00020	0.02930	0.00000	0.02060	0.00110	0.02930	0.00000	0.29150	0.32180	0.14570	0.12420	0.00000	0.00000	0.00000	0.04740	0.00000	0.32180	0.00000	0.00140	0.00000	0.00000	0.00000	0.15200	0.13830	0.03940	0.00000	0.02270	0.00000	0.01370	0.00000	0.00000	0.06500	0.00000	0.00000	0.00000	0.00000	0.00030	0.00620	0.00000	0.06530	0.00000	0.00000	0.00000	0.10950	0.08770	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02200	0.00000	0.00000	0.07090	0.00190	0.00000	0.00250	0.08510	0.00000	0.00000	0.00000	0.06480	0.00000	0.00000	0.00000	0.00000	0.00000	0.07040	0.00000	0.00000	0.00000	0.00000	0.00140	0.00090	0.02190	0.00000	0.00000	0.21280	0.00000	0.00000	0.00000	0.00000	0.00000	0.00050	0.00000	0.07410	0.00000	0.00000	0.00000	0.00000	0.00040	0.00010	0.02270	0.00000	0.00000	0.00000	0.00000	0.00170	0.00000	0.00000	0.00000	0.45900	0.00670	0.27060	0.00000	0.00000	0.20330	0.05300	0.32180	0.00000	0.00000	0.00010	0.02570	0.00000	0.00000	0.00000	0.00000	0.03260	0.00000	0.00000	0.00000	0.06640	0.00620	0.00000	0.00000	0.08870	0.00000	0.00250	0.00000	0.00000	0.02670	0.00000	0.00000	0.00090	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.08870	0.00010	0.00000	0.00000	0.00000	0.00000	0.00280	0.00000	0.00000	0.00400	0.00000	0.13830	0.01370	0.00000	0.11060	0.00000	
D00241	0.00000	0.00000	0.00000	0.00000	0.00000	0.00870	0.00000	0.13400	0.00130	0.00000	0.00000	0.03890	0.00030	0.00000	0.00000	0.04670	1.00000	0.01260	0.00020	0.00210	0.15820	0.13030	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00610	0.00060	0.00020	0.00000	0.00000	0.10980	0.00450	0.07780	0.04940	0.06980	0.02270	0.00000	0.03020	0.00000	0.03310	0.21830	0.00040	0.00480	0.07760	0.00020	0.00480	0.22680	0.13320	0.00320	0.00000	0.14720	0.06690	0.00000	0.00000	0.00460	0.04160	0.00000	0.05810	0.00000	0.00020	0.00000	0.09990	0.20510	0.10780	0.00000	0.04220	0.10440	0.15820	0.00390	0.00000	0.00000	0.00160	0.00020	0.00000	0.10440	0.00000	0.00000	0.00000	0.00000	0.07780	0.00010	0.01230	0.03310	0.00000	0.00580	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00560	0.00000	0.00030	0.05650	0.00000	0.19170	0.00000	0.03300	0.00000	0.00950	0.00380	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.16190	0.01030	0.00000	0.00480	0.00000	0.00000	0.00000	0.00000	0.00030	0.00000	0.00000	0.00000	0.00000	0.00000	0.02430	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.07250	0.00000	0.00000	0.00000	0.00000	0.11070	0.02650	0.00580	0.00000	0.00000	0.00000	0.00000	0.03020	0.00000	0.00000	0.00000	0.07410	0.06030	0.00120	0.00000	0.00000	0.09150	0.00430	0.10440	0.00000	0.00000	0.00030	0.01880	0.00000	0.00000	0.00000	0.00000	0.01230	0.00000	0.00000	0.00000	0.03380	0.05650	0.00000	0.00000	0.00020	0.00000	0.01260	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.02650	0.00000	0.00000	0.00000	0.00000	0.03300	0.00000	0.00000	0.13120	0.00000	0.01230	0.00010	0.03300	0.03420	0.00000	
D00255	0.00000	0.00000	0.00000	0.00000	0.00000	0.05440	0.00000	0.00120	0.00020	0.00000	0.00000	0.00150	0.00010	0.00000	0.00000	0.00250	0.01260	1.00000	0.00200	0.00280	0.07880	0.06370	0.00010	0.00000	0.00000	0.00000	0.09830	0.00000	0.00020	0.00000	0.00000	0.00010	0.00040	0.00320	0.00000	0.00820	0.00000	0.00000	0.02500	0.00540	0.01320	0.10950	0.01020	0.09760	0.01750	0.06810	0.00000	0.05380	0.03330	0.07960	0.00330	0.01270	0.00240	0.00330	0.00000	0.00440	0.00250	0.00000	0.01280	0.03840	0.00000	0.00000	0.11880	0.00510	0.00000	0.00490	0.00020	0.00200	0.00000	0.11290	0.00160	0.06160	0.00000	0.08310	0.05550	0.07880	0.17940	0.00000	0.00030	0.03100	0.07550	0.00000	0.05550	0.00000	0.00000	0.00000	0.00000	0.01320	0.02210	0.02710	0.05380	0.00000	0.06660	0.00000	0.02730	0.00000	0.00000	0.00840	0.00000	0.00000	0.08230	0.00000	0.00040	0.00270	0.00000	0.05470	0.00000	0.00010	0.00000	0.19450	0.00000	0.00000	0.00000	0.00000	0.13360	0.00000	0.00000	0.00780	0.00000	0.00000	0.05160	0.02940	0.00000	0.00330	0.00010	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.06810	0.00000	0.00000	0.00000	0.00000	0.02720	0.00980	0.00010	0.00000	0.00000	0.00040	0.00000	0.00000	0.00000	0.00000	0.00000	0.00210	0.00000	0.09610	0.00000	0.00000	0.00000	0.00000	0.00200	0.38140	0.06660	0.00000	0.00000	0.00010	0.00000	0.06810	0.00000	0.00000	0.00000	0.01000	0.00000	0.03850	0.00000	0.00000	0.03450	0.00000	0.05550	0.00000	0.00000	0.00010	0.12380	0.00000	0.00000	0.00000	0.00000	0.01820	0.00000	0.00000	0.00000	0.08120	0.00270	0.00000	0.00000	0.00200	0.00000	1.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00980	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00200	0.38140	0.00000	0.00000	0.00000	0.00000	0.03200	0.00000	0.00000	0.04970	0.00000	0.02710	0.02730	0.00010	0.09420	0.00000	
D00270	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03400	0.33200	0.00000	0.00000	0.00000	0.00040	0.00000	0.00000	0.08870	0.00020	0.00200	1.00000	0.07680	0.00020	0.16400	0.00010	0.00000	0.00000	0.00000	0.04540	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.06720	0.00000	0.00000	0.00000	0.00000	0.07040	0.00310	0.08790	0.10670	0.14180	0.00370	0.00000	0.00320	0.00510	0.06370	0.10460	0.00000	0.11130	0.01320	0.72880	0.11130	0.00000	0.00000	0.50070	0.00000	0.00500	0.00000	0.00000	0.00000	0.10010	0.00000	0.00000	0.07040	0.00000	0.00000	0.00000	0.02840	0.19340	0.07840	0.00000	0.00730	0.00310	0.00020	0.00000	0.00000	0.04760	0.00000	0.05420	0.00000	0.00310	0.00000	0.00000	0.00000	0.00000	0.08790	0.06360	0.00000	0.06370	0.00000	0.00000	0.00000	0.00290	0.00000	0.00000	0.12900	0.00000	0.00000	0.06960	0.00000	0.00040	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.05290	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.06220	0.00000	0.00000	0.08140	0.06210	0.00000	0.11130	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05140	0.00000	0.00000	0.00000	0.00000	0.14550	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00220	0.00000	0.00000	0.00000	0.00000	0.00000	0.00320	0.00000	0.00000	0.00000	0.01250	0.21720	0.00330	0.00000	0.00000	0.03660	0.00000	0.00310	0.00000	0.00000	0.00000	0.05680	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.07470	0.00000	0.00000	0.00000	1.00000	0.00000	0.00200	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00220	0.00000	0.00000	0.00000	0.00000	0.02340	0.00000	0.00000	0.04090	0.00000	0.00000	0.00290	0.00000	0.00000	0.00000	
D00274	0.00000	0.00000	0.00000	0.00000	0.03190	0.00000	0.00000	0.10990	0.12440	0.00000	0.00000	0.21470	0.16860	0.00000	0.00000	0.04740	0.00210	0.00280	0.07680	1.00000	0.01380	0.05720	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.14850	0.00010	0.06940	0.00000	0.09410	0.00000	0.00000	0.01240	0.00000	0.00010	0.15620	0.07610	0.00000	0.13460	0.01550	0.00010	0.05280	0.11650	0.00000	0.05680	0.00000	0.12360	0.05680	0.00910	0.00660	0.14450	0.00000	0.00000	0.15950	0.00000	0.00000	0.00000	0.00000	0.00000	0.00090	0.07520	0.02900	0.00000	0.02870	0.27320	0.00880	0.00000	0.02300	0.00110	0.01380	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00110	0.00000	0.00000	0.00000	0.00000	0.00010	0.01030	0.01330	0.05280	0.00000	0.14440	0.00000	0.00180	0.00000	0.00000	0.34500	0.00000	0.00000	0.00000	0.00000	0.00000	0.00120	0.00000	0.00420	0.00000	0.06300	0.00000	0.00010	0.07900	0.03190	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.12770	0.00110	0.00000	0.05680	0.00000	0.00000	0.00000	0.00000	0.10940	0.00000	0.00000	0.00000	0.00000	0.00000	0.03720	0.00000	0.00000	0.00000	0.00000	0.00240	0.00010	0.14850	0.00000	0.00000	0.10110	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01220	0.00000	0.00000	0.00000	0.00000	0.00290	0.00140	0.14440	0.03190	0.00000	0.00000	0.00000	0.01550	0.00000	0.00000	0.00000	0.00000	0.16620	0.03770	0.00000	0.00000	0.23480	0.00000	0.00110	0.00000	0.00000	0.00000	0.06470	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00120	0.00000	0.00000	0.07680	0.00000	0.00280	0.00000	0.00000	0.00010	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.07680	0.00140	0.00000	0.00000	0.00000	0.00000	0.05940	0.00000	0.00000	0.00260	0.00000	0.01330	0.00180	0.06300	0.08300	0.00000	
D00281	0.00000	0.00000	0.00000	0.00000	0.00000	0.01990	0.00000	0.00310	0.00000	0.00000	0.00000	0.05520	0.00040	0.00000	0.00000	0.14570	0.15820	0.07880	0.00020	0.01380	1.00000	0.00440	0.00000	0.00000	0.00000	0.00000	0.00870	0.00000	0.00000	0.00060	0.00000	0.00000	0.00000	0.02470	0.00000	0.00000	0.00000	0.00000	0.00770	0.00000	0.13020	0.00890	0.08660	0.00290	0.00000	0.03510	0.00000	0.00570	0.08500	0.00050	0.00800	0.09030	0.00030	0.00800	0.00000	0.18760	0.01530	0.00000	0.08950	0.10540	0.00000	0.00000	0.00000	0.06000	0.00000	0.00700	0.00000	0.00000	0.00000	0.05790	0.00000	0.01400	0.00000	0.05230	0.10280	1.00000	0.00600	0.00000	0.00030	0.00000	0.00020	0.00000	0.10280	0.00000	0.00180	0.00000	0.00000	0.13020	0.00750	0.01220	0.00570	0.00000	0.00220	0.00000	0.00030	0.00000	0.00000	0.07120	0.00000	0.00000	0.00570	0.00000	0.00040	0.00430	0.00000	0.13310	0.00000	0.00000	0.00000	0.00140	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00510	0.00000	0.00000	0.04030	0.00830	0.00000	0.00800	0.11010	0.00000	0.00000	0.00000	0.00110	0.00000	0.00000	0.00000	0.00000	0.00000	0.03610	0.00000	0.00000	0.00000	0.00000	0.00000	0.00120	0.00000	0.00000	0.00000	0.02480	0.00000	0.00000	0.00000	0.00000	0.00000	0.00060	0.00000	0.01580	0.00000	0.00000	0.00000	0.00000	0.08010	0.00020	0.00220	0.00000	0.00000	0.00000	0.00000	0.03510	0.00000	0.00000	0.00000	0.08640	0.00440	0.09990	0.00000	0.00000	0.01050	0.01170	0.10280	0.00000	0.00000	0.00000	0.02300	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04460	0.00430	0.00000	0.00000	0.00020	0.00000	0.07880	0.00000	0.00000	0.00000	0.00000	0.00000	0.00120	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00020	0.00000	0.00000	0.00000	0.00000	0.00270	0.00000	0.00000	0.00250	0.00000	0.01220	0.00030	0.00000	0.00000	0.00000	
